Chapter,Word,Verse,Book,Translation,Original
1,1,1,Sir,each,πᾶσα
1,2,1,Sir,wisdom,σοφία
1,3,1,Sir,fr,παρὰ
1,4,1,Sir,lord,κυρίου
1,5,1,Sir,and also,καὶ
1,6,1,Sir,after,μετ’
1,7,1,Sir,he,αὐτοῦ
1,8,1,Sir,to be,ἐστιν
1,9,1,Sir,into,εἰς
1,10,1,Sir,the,τὸν
1,11,1,Sir,eon,αἰῶνα
1,1,2,Sir,sand,ἄμμον
1,2,2,Sir,sea,θαλασσῶν
1,3,2,Sir,and also,καὶ
1,4,2,Sir, , σταγόνας 
1,5,2,Sir,rain,ὑετοῦ
1,6,2,Sir,and also,καὶ
1,7,2,Sir,day,ἡμέρας
1,8,2,Sir,eon,αἰῶνος
1,9,2,Sir,who,τίς
1,10,2,Sir, , ἐξαριθμήσει
1,11,2,Sir, ,
1,1,3,Sir,height height,ὕψος
1,2,3,Sir,sky,οὐρανοῦ
1,3,3,Sir,and also,καὶ
1,4,3,Sir,width,πλάτος
1,5,3,Sir,earth,γῆς
1,6,3,Sir,and also,καὶ
1,7,3,Sir,abyss,ἄβυσσον
1,8,3,Sir,and also,καὶ
1,9,3,Sir,wisdom,σοφίαν
1,10,3,Sir,who,τίς
1,11,3,Sir, , ἐξιχνιάσει
1,12,3,Sir, ,
1,1,4,Sir,earlier,προτέρα
1,2,4,Sir,each,πάντων
1,3,4,Sir,to create,ἔκτισται
1,4,4,Sir,wisdom,σοφία
1,5,4,Sir,and also,καὶ
1,6,4,Sir,insight,σύνεσις
1,7,4,Sir,contemplation,φρονήσεως
1,8,4,Sir,out of,ἐξ
1,9,4,Sir,eon,αἰῶνος
1,1,5,Sir,eon,
1,1,6,Sir,root,ῥίζα
1,2,6,Sir,wisdom,σοφίας
1,3,6,Sir,who,τίνι
1,4,6,Sir,to uncover,ἀπεκαλύφθη
1,5,6,Sir,and also,καὶ
1,6,6,Sir,the,τὰ
1,7,6,Sir, , πανουργεύματα 
1,8,6,Sir,he,αὐτῆς
1,9,6,Sir,who,τίς
1,10,6,Sir,to know,ἔγνω
1,1,7,Sir,to know,
1,1,8,Sir,one,εἷς
1,2,8,Sir,to be,ἐστιν
1,3,8,Sir,wise,σοφός
1,4,8,Sir,frightening,φοβερὸς
1,5,8,Sir,exceedingly,σφόδρα
1,6,8,Sir,to sit,καθήμενος
1,7,8,Sir,upon,ἐπὶ
1,8,8,Sir,the,τοῦ
1,9,8,Sir,throne,θρόνου
1,10,8,Sir,he,αὐτοῦ
1,1,9,Sir,lord,κύριος
1,2,9,Sir,he,αὐτὸς
1,3,9,Sir,to create,ἔκτισεν
1,4,9,Sir,he,αὐτὴν
1,5,9,Sir,and also,καὶ
1,6,9,Sir,to see,εἶδεν
1,7,9,Sir,and also,καὶ
1,8,9,Sir, , ἐξηρίθμησεν 
1,9,9,Sir,he,αὐτὴν
1,10,9,Sir,and also,καὶ
1,11,9,Sir,to pour,ἐξέχεεν
1,12,9,Sir,he,αὐτὴν
1,13,9,Sir,upon,ἐπὶ
1,14,9,Sir,each,πάντα
1,15,9,Sir,the,τὰ
1,16,9,Sir,work,ἔργα
1,17,9,Sir,he,αὐτοῦ
1,1,10,Sir,after,μετὰ
1,2,10,Sir,each,πάσης
1,3,10,Sir,flesh,σαρκὸς
1,4,10,Sir,down,κατὰ
1,5,10,Sir,the,τὴν
1,6,10,Sir,giving,δόσιν
1,7,10,Sir,he,αὐτοῦ
1,8,10,Sir,and also,καὶ
1,9,10,Sir,to supply,ἐχορήγησεν
1,10,10,Sir,he,αὐτὴν
1,11,10,Sir,the,τοῖς
1,12,10,Sir,to agape,ἀγαπῶσιν
1,13,10,Sir,he,αὐτόν
1,1,11,Sir,fear,φόβος
1,2,11,Sir,lord,κυρίου
1,3,11,Sir,glory,δόξα
1,4,11,Sir,and also,καὶ
1,5,11,Sir,boast,καύχημα
1,6,11,Sir,and also,καὶ
1,7,11,Sir,gladness,εὐφροσύνη
1,8,11,Sir,and also,καὶ
1,9,11,Sir,wreath this,στέφανος
1,10,11,Sir,exhultation,ἀγαλλιάματος
1,1,12,Sir,fear,φόβος
1,2,12,Sir,lord,κυρίου
1,3,12,Sir, , τέρψει 
1,4,12,Sir,heart,καρδίαν
1,5,12,Sir,and also,καὶ
1,6,12,Sir,to give,δώσει
1,7,12,Sir,gladness,εὐφροσύνην
1,8,12,Sir,and also,καὶ
1,9,12,Sir,joy,χαρὰν
1,10,12,Sir,and also,καὶ
1,11,12,Sir, , μακροημέρευσιν
1,12,12,Sir, ,
1,1,13,Sir,the,τῷ
1,2,13,Sir,to fear,φοβουμένῳ
1,3,13,Sir,the,τὸν
1,4,13,Sir,lord,κύριον
1,5,13,Sir,well,εὖ
1,6,13,Sir,to be,ἔσται
1,7,13,Sir,upon,ἐπ’
1,8,13,Sir,last,ἐσχάτων
1,9,13,Sir,and also,καὶ
1,10,13,Sir,in,ἐν
1,11,13,Sir,day,ἡμέρᾳ
1,12,13,Sir,end,τελευτῆς
1,13,13,Sir,he,αὐτοῦ
1,14,13,Sir,to speak,εὐλογηθήσεται
1,1,14,Sir,beginning,ἀρχὴ
1,2,14,Sir,wisdom,σοφίας
1,3,14,Sir,to fear,φοβεῖσθαι
1,4,14,Sir,the,τὸν
1,5,14,Sir,lord,κύριον
1,6,14,Sir,and also,καὶ
1,7,14,Sir,after,μετὰ
1,8,14,Sir,faithful trusthworthy,πιστῶν
1,9,14,Sir,in,ἐν
1,10,14,Sir,womb,μήτρᾳ
1,11,14,Sir, , συνεκτίσθη 
1,12,14,Sir,he,αὐτοῖς
1,1,15,Sir,after,μετὰ
1,2,15,Sir,human,ἀνθρώπων
1,3,15,Sir,foundation establishing,θεμέλιον
1,4,15,Sir,eon,αἰῶνος
1,5,15,Sir, , ἐνόσσευσεν 
1,6,15,Sir,and also,καὶ
1,7,15,Sir,after,μετὰ
1,8,15,Sir,the,τοῦ
1,9,15,Sir,seed sperm,σπέρματος
1,10,15,Sir,he,αὐτῶν
1,11,15,Sir, , ἐμπιστευθήσεται
1,12,15,Sir, ,
1,1,16,Sir,satiety,πλησμονὴ
1,2,16,Sir,wisdom,σοφίας
1,3,16,Sir,to fear,φοβεῖσθαι
1,4,16,Sir,the,τὸν
1,5,16,Sir,lord,κύριον
1,6,16,Sir,and also,καὶ
1,7,16,Sir,to get,μεθύσκει
1,8,16,Sir,he,αὐτοὺς
1,9,16,Sir,from,ἀπὸ
1,10,16,Sir,the,τῶν
1,11,16,Sir,fruit,καρπῶν
1,12,16,Sir,he,αὐτῆς
1,1,17,Sir,each,πάντα
1,2,17,Sir,the,τὸν
1,3,17,Sir,house,οἶκον
1,4,17,Sir,he,αὐτῶν
1,5,17,Sir,to satisfy,ἐμπλήσει
1,6,17,Sir, , ἐπιθυμημάτων 
1,7,17,Sir,and also,καὶ
1,8,17,Sir,the,τὰ
1,9,17,Sir, , ἀποδοχεῖα 
1,10,17,Sir,from,ἀπὸ
1,11,17,Sir,the,τῶν
1,12,17,Sir,fruit fruit,γενημάτων
1,13,17,Sir,he,αὐτῆς
1,1,18,Sir,wreath this,στέφανος
1,2,18,Sir,wisdom,σοφίας
1,3,18,Sir,fear,φόβος
1,4,18,Sir,lord,κυρίου
1,5,18,Sir,to revive,ἀναθάλλων
1,6,18,Sir,peace,εἰρήνην
1,7,18,Sir,and also,καὶ
1,8,18,Sir, , ὑγίειαν 
1,9,18,Sir,healing,ἰάσεως
1,1,19,Sir,and also,καὶ
1,2,19,Sir,to see,εἶδεν
1,3,19,Sir,and also,καὶ
1,4,19,Sir, , ἐξηρίθμησεν 
1,5,19,Sir,he,αὐτήν
1,6,19,Sir, , ἐπιστήμην 
1,7,19,Sir,and also,καὶ
1,8,19,Sir,knowledge seeking,γνῶσιν
1,9,19,Sir,insight,συνέσεως
1,10,19,Sir, , ἐξώμβρησεν 
1,11,19,Sir,and also,καὶ
1,12,19,Sir,glory,δόξαν
1,13,19,Sir,to seize,κρατούντων
1,14,19,Sir,he,αὐτῆς
1,15,19,Sir, , ἀνύψωσεν
1,16,19,Sir, ,
1,1,20,Sir,root,ῥίζα
1,2,20,Sir,wisdom,σοφίας
1,3,20,Sir,to fear,φοβεῖσθαι
1,4,20,Sir,the,τὸν
1,5,20,Sir,lord,κύριον
1,6,20,Sir,and also,καὶ
1,7,20,Sir,the,οἱ
1,8,20,Sir,branch,κλάδοι
1,9,20,Sir,he,αὐτῆς
1,10,20,Sir, , μακροημέρευσις
1,11,20,Sir, ,
1,1,21,Sir, ,
1,1,22,Sir,not,οὐ
1,2,22,Sir,to able,δυνήσεται
1,3,22,Sir,fierce,θυμὸς
1,4,22,Sir,unjust,ἄδικος
1,5,22,Sir,to make,δικαιωθῆναι
1,6,22,Sir,the,ἡ
1,7,22,Sir,for since,γὰρ
1,8,22,Sir, , ῥοπὴ 
1,9,22,Sir,the,τοῦ
1,10,22,Sir,fierce,θυμοῦ
1,11,22,Sir,he,αὐτοῦ
1,12,22,Sir,fall,πτῶσις
1,13,22,Sir,he,αὐτῷ
1,1,23,Sir,until,ἕως
1,2,23,Sir,period,καιροῦ
1,3,23,Sir,to resist,ἀνθέξεται
1,4,23,Sir,patient,μακρόθυμος
1,5,23,Sir,and also,καὶ
1,6,23,Sir,afterward,ὕστερον
1,7,23,Sir,he,αὐτῷ
1,8,23,Sir,to,ἀναδώσει
1,9,23,Sir,gladness,εὐφροσύνη
1,1,24,Sir,until,ἕως
1,2,24,Sir,period,καιροῦ
1,3,24,Sir,to hide,κρύψει
1,4,24,Sir,the,τοὺς
1,5,24,Sir,word,λόγους
1,6,24,Sir,he,αὐτοῦ
1,7,24,Sir,and also,καὶ
1,8,24,Sir,lip,χείλη
1,9,24,Sir,much,πολλῶν
1,10,24,Sir,to describe,ἐκδιηγήσεται
1,11,24,Sir,insight,σύνεσιν
1,12,24,Sir,he,αὐτοῦ
1,1,25,Sir,in,ἐν
1,2,25,Sir,treasure,θησαυροῖς
1,3,25,Sir,wisdom,σοφίας
1,4,25,Sir,parable,παραβολαὶ
1,5,25,Sir, , ἐπιστήμης 
1,6,25,Sir,abomination,βδέλυγμα
1,7,25,Sir,Yet,δὲ
1,8,25,Sir,sinful,ἁμαρτωλῷ
1,9,25,Sir,piety,θεοσέβεια
1,1,26,Sir,to desire,ἐπιθυμήσας
1,2,26,Sir,wisdom,σοφίαν
1,3,26,Sir,to hold,διατήρησον
1,4,26,Sir,precept,ἐντολάς
1,5,26,Sir,and also,καὶ
1,6,26,Sir,lord,κύριος
1,7,26,Sir,to supply,χορηγήσει
1,8,26,Sir,you,σοι
1,9,26,Sir,he,αὐτήν
1,1,27,Sir,wisdom,σοφία
1,2,27,Sir,for since,γὰρ
1,3,27,Sir,and also,καὶ
1,4,27,Sir,chastisement education,παιδεία
1,5,27,Sir,fear,φόβος
1,6,27,Sir,lord,κυρίου
1,7,27,Sir,and also,καὶ
1,8,27,Sir,the,ἡ
1,9,27,Sir,good will,εὐδοκία
1,10,27,Sir,he,αὐτοῦ
1,11,27,Sir,faith,πίστις
1,12,27,Sir,and also,καὶ
1,13,27,Sir,humility,πραότης
1,1,28,Sir,not,μὴ
1,2,28,Sir,to disobey,ἀπειθήσῃς
1,3,28,Sir,fear,φόβῳ
1,4,28,Sir,lord,κυρίου
1,5,28,Sir,and also,καὶ
1,6,28,Sir,not,μὴ
1,7,28,Sir,to approach,προσέλθῃς
1,8,28,Sir,he,αὐτῷ
1,9,28,Sir,in,ἐν
1,10,28,Sir,heart,καρδίᾳ
1,11,28,Sir, , δισσῇ
1,12,28,Sir, ,
1,1,29,Sir,not,μὴ
1,2,29,Sir,to hypocrite,ὑποκριθῇς
1,3,29,Sir,in,ἐν
1,4,29,Sir,mouth,στόμασιν
1,5,29,Sir,human,ἀνθρώπων
1,6,29,Sir,and also,καὶ
1,7,29,Sir,in,ἐν
1,8,29,Sir,the,τοῖς
1,9,29,Sir,lip,χείλεσίν
1,10,29,Sir,you,σου
1,11,29,Sir,to pay,πρόσεχε
1,1,30,Sir,not,μὴ
1,2,30,Sir, , ἐξύψου 
1,3,30,Sir,yourself,σεαυτόν
1,4,30,Sir,in,ἵνα
1,5,30,Sir,not,μὴ
1,6,30,Sir,to fall,πέσῃς
1,7,30,Sir,and also,καὶ
1,8,30,Sir,to bring,ἐπαγάγῃς
1,9,30,Sir,the,τῇ
1,10,30,Sir,soul,ψυχῇ
1,11,30,Sir,you,σου
1,12,30,Sir,dishonor disgrace,ἀτιμίαν
1,13,30,Sir,and also,καὶ
1,14,30,Sir,an uncovering,ἀποκαλύψει
1,15,30,Sir,lord,κύριος
1,16,30,Sir,the,τὰ
1,17,30,Sir,secret,κρυπτά
1,18,30,Sir,you,σου
1,19,30,Sir,and also,καὶ
1,20,30,Sir,in,ἐν
1,21,30,Sir,middle,μέσῳ
1,22,30,Sir,gathering,συναγωγῆς
1,23,30,Sir,to,καταβαλεῖ
1,24,30,Sir,you,σε
1,25,30,Sir,because,ὅτι
1,26,30,Sir,not,οὐ
1,27,30,Sir,to approach,προσῆλθες
1,28,30,Sir,fear,φόβῳ
1,29,30,Sir,lord,κυρίου
1,30,30,Sir,and also,καὶ
1,31,30,Sir,the,ἡ
1,32,30,Sir,heart,καρδία
1,33,30,Sir,you,σου
1,34,30,Sir,full,πλήρης
1,35,30,Sir,guile,δόλου
2,1,1,Sir,child,τέκνον
2,2,1,Sir,if,εἰ
2,3,1,Sir,to approach,προσέρχῃ
2,4,1,Sir,to serve,δουλεύειν
2,5,1,Sir,lord,κυρίῳ
2,6,1,Sir,to ready,ἑτοίμασον
2,7,1,Sir,the,τὴν
2,8,1,Sir,soul,ψυχήν
2,9,1,Sir,you,σου
2,10,1,Sir,into,εἰς
2,11,1,Sir,temptation,πειρασμόν
2,1,2,Sir,to straighten,εὔθυνον
2,2,2,Sir,the,τὴν
2,3,2,Sir,heart,καρδίαν
2,4,2,Sir,you,σου
2,5,2,Sir,and also,καὶ
2,6,2,Sir,to endurance,καρτέρησον
2,7,2,Sir,and also,καὶ
2,8,2,Sir,not,μὴ
2,9,2,Sir,to hasten,σπεύσῃς
2,10,2,Sir,in,ἐν
2,11,2,Sir,period,καιρῷ
2,12,2,Sir, , ἐπαγωγῆς
2,13,2,Sir, ,
2,1,3,Sir,to join,κολλήθητι
2,2,3,Sir,he,αὐτῷ
2,3,3,Sir,and also,καὶ
2,4,3,Sir,not,μὴ
2,5,3,Sir,to disengage,ἀποστῇς
2,6,3,Sir,in,ἵνα
2,7,3,Sir,to grow,αὐξηθῇς
2,8,3,Sir,upon,ἐπ’
2,9,3,Sir,last,ἐσχάτων
2,10,3,Sir,you,σου
2,1,4,Sir,each,πᾶν
2,2,4,Sir,who,ὃ
2,3,4,Sir,if,ἐὰν
2,4,4,Sir,to bring,ἐπαχθῇ
2,5,4,Sir,you,σοι
2,6,4,Sir,to receive,δέξαι
2,7,4,Sir,and also,καὶ
2,8,4,Sir,in,ἐν
2,9,4,Sir, , ἀλλάγμασιν 
2,10,4,Sir,depth,ταπεινώσεώς
2,11,4,Sir,you,σου
2,12,4,Sir,to is,μακροθύμησον
2,1,5,Sir,because,ὅτι
2,2,5,Sir,in,ἐν
2,3,5,Sir,fire,πυρὶ
2,4,5,Sir,to vet,δοκιμάζεται
2,5,5,Sir,gold,χρυσὸς
2,6,5,Sir,and also,καὶ
2,7,5,Sir,human,ἄνθρωποι
2,8,5,Sir,acceptable,δεκτοὶ
2,9,5,Sir,in,ἐν
2,10,5,Sir,furnace,καμίνῳ
2,11,5,Sir,depth,ταπεινώσεως
2,1,6,Sir,to believe,πίστευσον
2,2,6,Sir,he,αὐτῷ
2,3,6,Sir,and also,καὶ
2,4,6,Sir,to uphold,ἀντιλήμψεταί
2,5,6,Sir,you,σου
2,6,6,Sir,to straighten,εὔθυνον
2,7,6,Sir,the,τὰς
2,8,6,Sir,way,ὁδούς
2,9,6,Sir,you,σου
2,10,6,Sir,and also,καὶ
2,11,6,Sir,to hope,ἔλπισον
2,12,6,Sir,upon,ἐπ’
2,13,6,Sir,he,αὐτόν
2,1,7,Sir,the,οἱ
2,2,7,Sir,to fear,φοβούμενοι
2,3,7,Sir,the,τὸν
2,4,7,Sir,lord,κύριον
2,5,7,Sir,to earnestly,ἀναμείνατε
2,6,7,Sir,the,τὸ
2,7,7,Sir,mercy,ἔλεος
2,8,7,Sir,he,αὐτοῦ
2,9,7,Sir,and also,καὶ
2,10,7,Sir,not,μὴ
2,11,7,Sir,to recoil,ἐκκλίνητε
2,12,7,Sir,in,ἵνα
2,13,7,Sir,not,μὴ
2,14,7,Sir,to fall,πέσητε
2,1,8,Sir,the,οἱ
2,2,8,Sir,to fear,φοβούμενοι
2,3,8,Sir,lord,κύριον
2,4,8,Sir,to believe,πιστεύσατε
2,5,8,Sir,he,αὐτῷ
2,6,8,Sir,and also,καὶ
2,7,8,Sir,not,οὐ
2,8,8,Sir,not,μὴ
2,9,8,Sir,to stumble,πταίσῃ
2,10,8,Sir,the,ὁ
2,11,8,Sir,reward,μισθὸς
2,12,8,Sir,you,ὑμῶν
2,1,9,Sir,the,οἱ
2,2,9,Sir,to fear,φοβούμενοι
2,3,9,Sir,lord,κύριον
2,4,9,Sir,to hope,ἐλπίσατε
2,5,9,Sir,into,εἰς
2,6,9,Sir,good,ἀγαθὰ
2,7,9,Sir,and also,καὶ
2,8,9,Sir,into,εἰς
2,9,9,Sir,gladness,εὐφροσύνην
2,10,9,Sir,eon,αἰῶνος
2,11,9,Sir,and also,καὶ
2,12,9,Sir,mercy,ἔλεος
2,1,10,Sir,to look,ἐμβλέψατε
2,2,10,Sir,into,εἰς
2,3,10,Sir,ancient,ἀρχαίας
2,4,10,Sir,generation,γενεὰς
2,5,10,Sir,and also,καὶ
2,6,10,Sir,to see,ἴδετε
2,7,10,Sir,who,τίς
2,8,10,Sir, , ἐνεπίστευσεν 
2,9,10,Sir,lord,κυρίῳ
2,10,10,Sir,and also,καὶ
2,11,10,Sir,to humiliate,κατῃσχύνθη
2,12,10,Sir,or,ἢ
2,13,10,Sir,who,τίς
2,14,10,Sir,to continue,ἐνέμεινεν
2,15,10,Sir,the,τῷ
2,16,10,Sir,fear,φόβῳ
2,17,10,Sir,he,αὐτοῦ
2,18,10,Sir,and also,καὶ
2,19,10,Sir,to leave,ἐγκατελείφθη
2,20,10,Sir,or,ἢ
2,21,10,Sir,who,τίς
2,22,10,Sir,to call,ἐπεκαλέσατο
2,23,10,Sir,he,αὐτόν
2,24,10,Sir,and also,καὶ
2,25,10,Sir,to overlook,ὑπερεῖδεν
2,26,10,Sir,he,αὐτόν
2,1,11,Sir,because of,διότι
2,2,11,Sir,compassion,οἰκτίρμων
2,3,11,Sir,and also,καὶ
2,4,11,Sir,merciful,ἐλεήμων
2,5,11,Sir,the,ὁ
2,6,11,Sir,lord,κύριος
2,7,11,Sir,and also,καὶ
2,8,11,Sir,to dismiss,ἀφίησιν
2,9,11,Sir,sin,ἁμαρτίας
2,10,11,Sir,and also,καὶ
2,11,11,Sir,to save,σῴζει
2,12,11,Sir,in,ἐν
2,13,11,Sir,period,καιρῷ
2,14,11,Sir,hardship,θλίψεως
2,1,12,Sir,woe,οὐαὶ
2,2,12,Sir,heart,καρδίαις
2,3,12,Sir,cowardly,δειλαῖς
2,4,12,Sir,and also,καὶ
2,5,12,Sir,hand,χερσὶν
2,6,12,Sir,to hang,παρειμέναις
2,7,12,Sir,and also,καὶ
2,8,12,Sir,sinful,ἁμαρτωλῷ
2,9,12,Sir,to set,ἐπιβαίνοντι
2,10,12,Sir,upon,ἐπὶ
2,11,12,Sir,two,δύο
2,12,12,Sir,path,τρίβους
2,1,13,Sir,woe,οὐαὶ
2,2,13,Sir,heart,καρδίᾳ
2,3,13,Sir,to hang,παρειμένῃ
2,4,13,Sir,because,ὅτι
2,5,13,Sir,not,οὐ
2,6,13,Sir,to believe,πιστεύει
2,7,13,Sir,because of,διὰ
2,8,13,Sir,this,τοῦτο
2,9,13,Sir,not,οὐ
2,10,13,Sir,to shelter,σκεπασθήσεται
2,1,14,Sir,woe,οὐαὶ
2,2,14,Sir,you,ὑμῖν
2,3,14,Sir,the,τοῖς
2,4,14,Sir, , ἀπολωλεκόσιν 
2,5,14,Sir,the,τὴν
2,6,14,Sir,endurance,ὑπομονήν
2,7,14,Sir,and also,καὶ
2,8,14,Sir,who,τί
2,9,14,Sir,to do,ποιήσετε
2,10,14,Sir,whenever,ὅταν
2,11,14,Sir,to check,ἐπισκέπτηται
2,12,14,Sir,the,ὁ
2,13,14,Sir,lord,κύριος
2,1,15,Sir,the,οἱ
2,2,15,Sir,to fear,φοβούμενοι
2,3,15,Sir,lord,κύριον
2,4,15,Sir,not,οὐκ
2,5,15,Sir,to disobey,ἀπειθήσουσιν
2,6,15,Sir,declaration,ῥημάτων
2,7,15,Sir,he,αὐτοῦ
2,8,15,Sir,and also,καὶ
2,9,15,Sir,the,οἱ
2,10,15,Sir,to agape,ἀγαπῶντες
2,11,15,Sir,he,αὐτὸν
2,12,15,Sir,to save,συντηρήσουσιν
2,13,15,Sir,the,τὰς
2,14,15,Sir,way,ὁδοὺς
2,15,15,Sir,he,αὐτοῦ
2,1,16,Sir,the,οἱ
2,2,16,Sir,to fear,φοβούμενοι
2,3,16,Sir,lord,κύριον
2,4,16,Sir,to seek,ζητήσουσιν
2,5,16,Sir,good will,εὐδοκίαν
2,6,16,Sir,he,αὐτοῦ
2,7,16,Sir,and also,καὶ
2,8,16,Sir,the,οἱ
2,9,16,Sir,to agape,ἀγαπῶντες
2,10,16,Sir,he,αὐτὸν
2,11,16,Sir,to satisfy,ἐμπλησθήσονται
2,12,16,Sir,the,τοῦ
2,13,16,Sir,custom ordinance,νόμου
2,1,17,Sir,the,οἱ
2,2,17,Sir,to fear,φοβούμενοι
2,3,17,Sir,lord,κύριον
2,4,17,Sir,to ready,ἑτοιμάσουσιν
2,5,17,Sir,heart,καρδίας
2,6,17,Sir,he,αὐτῶν
2,7,17,Sir,and also,καὶ
2,8,17,Sir,in,ἐνώπιον
2,9,17,Sir,he,αὐτοῦ
2,10,17,Sir,to humble,ταπεινώσουσιν
2,11,17,Sir,the,τὰς
2,12,17,Sir,soul,ψυχὰς
2,13,17,Sir,he,αὐτῶν
2,1,18,Sir,to fall,ἐμπεσούμεθα
2,2,18,Sir,into,εἰς
2,3,18,Sir,hand,χεῖρας
2,4,18,Sir,lord,κυρίου
2,5,18,Sir,and also,καὶ
2,6,18,Sir,not,οὐκ
2,7,18,Sir,into,εἰς
2,8,18,Sir,hand,χεῖρας
2,9,18,Sir,human,ἀνθρώπων
2,10,18,Sir,as,ὡς
2,11,18,Sir,for since,γὰρ
2,12,18,Sir,the,ἡ
2,13,18,Sir,greatness,μεγαλωσύνη
2,14,18,Sir,he,αὐτοῦ
2,15,18,Sir,thusly,οὕτως
2,16,18,Sir,and also,καὶ
2,17,18,Sir,the,τὸ
2,18,18,Sir,mercy,ἔλεος
2,19,18,Sir,he,αὐτοῦ
3,1,1,Sir,I,ἐμοῦ
3,2,1,Sir,the,τοῦ
3,3,1,Sir,father,πατρὸς
3,4,1,Sir,to hear,ἀκούσατε
3,5,1,Sir,child,τέκνα
3,6,1,Sir,and also,καὶ
3,7,1,Sir,thusly,οὕτως
3,8,1,Sir,to do,ποιήσατε
3,9,1,Sir,in,ἵνα
3,10,1,Sir,to save,σωθῆτε
3,1,2,Sir,the,ὁ
3,2,2,Sir,for since,γὰρ
3,3,2,Sir,lord,κύριος
3,4,2,Sir,to glorify,ἐδόξασεν
3,5,2,Sir,father,πατέρα
3,6,2,Sir,upon,ἐπὶ
3,7,2,Sir,child,τέκνοις
3,8,2,Sir,and also,καὶ
3,9,2,Sir,judgment,κρίσιν
3,10,2,Sir,mother,μητρὸς
3,11,2,Sir,to solidify,ἐστερέωσεν
3,12,2,Sir,upon,ἐφ’
3,13,2,Sir,son,υἱοῖς
3,1,3,Sir,the,ὁ
3,2,3,Sir,perceived,τιμῶν
3,3,3,Sir,father,πατέρα
3,4,3,Sir,to make,ἐξιλάσκεται
3,5,3,Sir,sin,ἁμαρτίας
3,1,4,Sir,and also,καὶ
3,2,4,Sir,as,ὡς
3,3,4,Sir,the,ὁ
3,4,4,Sir,to,ἀποθησαυρίζων
3,5,4,Sir,the,ὁ
3,6,4,Sir,to glorify,δοξάζων
3,7,4,Sir,mother,μητέρα
3,8,4,Sir,he,αὐτοῦ
3,1,5,Sir,the,ὁ
3,2,5,Sir,perceived,τιμῶν
3,3,5,Sir,father,πατέρα
3,4,5,Sir,to celebrate,εὐφρανθήσεται
3,5,5,Sir,under,ὑπὸ
3,6,5,Sir,child,τέκνων
3,7,5,Sir,and also,καὶ
3,8,5,Sir,in,ἐν
3,9,5,Sir,day,ἡμέρᾳ
3,10,5,Sir,prayer,προσευχῆς
3,11,5,Sir,he,αὐτοῦ
3,12,5,Sir,to hear,εἰσακουσθήσεται
3,1,6,Sir,the,ὁ
3,2,6,Sir,to glorify,δοξάζων
3,3,6,Sir,father,πατέρα
3,4,6,Sir, , μακροημερεύσει 
3,5,6,Sir,and also,καὶ
3,6,6,Sir,the,ὁ
3,7,6,Sir,to hear,εἰσακούων
3,8,6,Sir,lord,κυρίου
3,9,6,Sir,rest,ἀναπαύσει
3,10,6,Sir,mother,μητέρα
3,11,6,Sir,he,αὐτοῦ
3,1,7,Sir,and also,καὶ
3,2,7,Sir,as,ὡς
3,3,7,Sir,master,δεσπόταις
3,4,7,Sir,to serve,δουλεύσει
3,5,7,Sir,in,ἐν
3,6,7,Sir,the,τοῖς
3,7,7,Sir,to beget,γεννήσασιν
3,8,7,Sir,he,αὐτόν
3,1,8,Sir,in,ἐν
3,2,8,Sir,work,ἔργῳ
3,3,8,Sir,and also,καὶ
3,4,8,Sir,word,λόγῳ
3,5,8,Sir,to honor,τίμα
3,6,8,Sir,the,τὸν
3,7,8,Sir,father,πατέρα
3,8,8,Sir,you,σου
3,9,8,Sir,in,ἵνα
3,10,8,Sir,to oncoming,ἐπέλθῃ
3,11,8,Sir,you,σοι
3,12,8,Sir,praise,εὐλογία
3,13,8,Sir,fr,παρ’
3,14,8,Sir,he,αὐτοῦ
3,1,9,Sir,praise,εὐλογία
3,2,9,Sir,for since,γὰρ
3,3,9,Sir,father,πατρὸς
3,4,9,Sir,to support,στηρίζει
3,5,9,Sir,house,οἴκους
3,6,9,Sir,child,τέκνων
3,7,9,Sir,curse,κατάρα
3,8,9,Sir,Yet,δὲ
3,9,9,Sir,mother,μητρὸς
3,10,9,Sir,to uproot,ἐκριζοῖ
3,11,9,Sir,foundation establishing,θεμέλια
3,1,10,Sir,not,μὴ
3,2,10,Sir,to glorify,δοξάζου
3,3,10,Sir,in,ἐν
3,4,10,Sir,dishonor disgrace,ἀτιμίᾳ
3,5,10,Sir,father,πατρός
3,6,10,Sir,you,σου
3,7,10,Sir,not,οὐ
3,8,10,Sir,for since,γάρ
3,9,10,Sir,to be,ἐστίν
3,10,10,Sir,you,σοι
3,11,10,Sir,glory,δόξα
3,12,10,Sir,father,πατρὸς
3,13,10,Sir,dishonor disgrace,ἀτιμία
3,1,11,Sir,the,ἡ
3,2,11,Sir,for since,γὰρ
3,3,11,Sir,glory,δόξα
3,4,11,Sir,human,ἀνθρώπου
3,5,11,Sir,out of,ἐκ
3,6,11,Sir,perceived,τιμῆς
3,7,11,Sir,father,πατρὸς
3,8,11,Sir,he,αὐτοῦ
3,9,11,Sir,and also,καὶ
3,10,11,Sir,reproach,ὄνειδος
3,11,11,Sir,child,τέκνοις
3,12,11,Sir,mother,μήτηρ
3,13,11,Sir,in,ἐν
3,14,11,Sir, , ἀδοξίᾳ
3,15,11,Sir, ,
3,1,12,Sir,child,τέκνον
